Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
"1502050829","1499950911","TERM","ETRM","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-02T16:52:07Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","5.67","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","TNIE.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZFCNWD1MC72","NA/Swaps Sgle Stk Tot Rtn","SHS TONIES SE ORD REG (A SHARES)"
"1502050830","","NEWT","TRAD","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-05T08:49:35Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","16,000","","EUR","","","","2,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","8.171595","ACCY","0.001","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","TFFP.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZ2M6VM5XJ8N","NA/Swaps Sgle Stk Tot Rtn","TF1"
"1502050831","1502050756","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","2.75","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","LINDEX.HE","","RIC","","","","OPET","","","false","","","","","","","","","QZM2XP48FJZR","NA/Swaps Sgle Stk Tot Rtn","STOCKMANN OYJ ABP"
"1502050832","","NEWT","TRAD","2025-05-05T08:53:33Z","","EQ","","N","","2025-05-05T08:49:46Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,200","","EUR","","","","15","","","","SHAS","","","","","","","","","","","","","","","","","","","","","74.9997772218","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","VETO.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZ0JJJ735B3F","NA/Swaps Sgle Stk Tot Rtn","ORD"
"1502050833","1499954374","MODI","TRAD","2025-05-05T08:53:56Z","true","EQ","","N","","2025-05-02T16:54:03Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","8,100","","EUR","","","","1,500","","","","SHAS","","","","","","","","","","","","","","","","","","","","","5.343687","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NYXH.BR","","RIC","","","","OPET","","","false","","","","","","","","","QZXCR4FP9GLD","NA/Swaps Sgle Stk Tot Rtn","Shs"
"1502050834","","NEWT","TRAD","2025-05-05T08:53:51Z","","EQ","","N","","2025-05-05T08:49:57Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","20,000","","EUR","","","","1,100","","","","SHAS","","","","","","","","","","","","","","","","","","","","","17.4671596256","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","REDE.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZZK78STSVC6","NA/Swaps Sgle Stk Tot Rtn","REDEIA CORPORACION, S.A., ACCIONES DESDOBLAMIENTO - ANT. RED ELECTRICA CORPORACION, S.A."
"1502050835","1499923083","TERM","ETRM","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-02T16:51:07Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","23.94801","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","RBIV.VI","","RIC","","","","OPET","","","false","","","","","","","","","QZWRGF2LB5Z9","NA/Swaps Sgle Stk Tot Rtn","RAIFFEISEN BANK INTERNAT.AG AKTIEN OHNE NENNWERT"
"1502050836","","NEWT","TRAD","2025-05-05T08:52:22Z","","EQ","","N","","2025-05-05T08:49:15Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,000","","EUR","","","","8,600","","","","SHAS","","","","","","","","","","","","","","","","","","","","","0.11690487","ACCY","-1.28","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","ALSPW.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZVP2N7MNBP9","NA/Swaps Sgle Stk Tot Rtn","SPINEWAY REGRP 2023"
"1502050837","1499921129","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-02T16:46:11Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","4.542","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SESFd.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZSD4Q4WHG39","NA/Swaps Sgle Stk Tot Rtn","GDR SES S.A. BR FDR"
"1502050838","","NEWT","TRAD","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","8,100","","EUR","","","","670","","","","SHAS","","","","","","","","","","","","","","","","","","","","","12.107671328","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SLIGR.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZTWH7J0MQH0","NA/Swaps Sgle Stk Tot Rtn","KEMPEN SLIGRO FOOD GROUP AAND"
"1502050839","1499950873","MODI","TRAD","2025-05-05T08:53:14Z","true","EQ","","N","","2025-05-02T16:52:07Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","4,800","","EUR","","","","35","","","","SHAS","","","","","","","","","","","","","","","","","","","","","129.89268","ACCY","-0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","STF.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZL76T85CXK8","NA/Swaps Sgle Stk Tot Rtn","ORD."
"1502050840","1499934385","MODI","TRAD","2025-05-05T08:53:14Z","true","EQ","","N","","2025-05-02T16:46:56Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","22,000","","EUR","","","","660","","","","SHAS","","","","","","","","","","","","","","","","","","","","","33.7631625","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","VELD.BR","","RIC","","","","OPET","","","false","","","","","","","","","QZX5PDSBMLPD","NA/Swaps Sgle Stk Tot Rtn","Act"
"1502050841","1499918759","TERM","ETRM","2025-05-05T08:53:00Z","","EQ","","N","","2025-05-02T16:44:32Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","3.13","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","CECG.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZNC5BXSN55K","NA/Swaps Sgle Stk Tot Rtn","CECONOMY AGInhaber-Aktien o.N."
"1502050842","1499950397","MODI","TRAD","2025-05-05T08:53:26Z","true","EQ","","N","","2025-05-02T16:52:27Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","24,000","","EUR","","","","17,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","1.44517604","ACCY","0.001","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PVAC.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZNR4H88N36F","NA/Swaps Sgle Stk Tot Rtn","PIERRE ET VACANCES"
"1502050843","","NEWT","TRAD","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-05T08:49:35Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","180,000","","EUR","","","","56,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","3.24224224","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SCYR.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZD4556HR8VM","NA/Swaps Sgle Stk Tot Rtn","SACYR, S.A. -ANT. SACYR VALLEHERMOSO, S.A. -ANT. VALLEHERMOSO, S.A., ACCIONES POR DESDOBLAMIENTO"
"1502050844","","NEWT","TRAD","2025-05-05T08:53:14Z","","EQ","","N","","2025-05-05T08:49:39Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","665","","EUR","","","","70","","","","SHAS","","","","","","","","","","","","","","","","","","","","","9.6377280608","ACCY","0.002","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NCH2.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZQZS7M4GB4L","NA/Swaps Sgle Stk Tot Rtn","thyssenkrupp nucera AG&Co.KGaAInhaber-Aktien o.N."
"1502050845","1495756125","MODI","TRAD","2025-05-05T08:53:40Z","true","EQ","","N","","2025-04-29T17:22:40Z","2025-05-02","2026-11-18","","FALSE","BILT","","","","3,000,000","","EUR","","","","29,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","105.43637918","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","TLXGn.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZ7DGZDL91CX","NA/Swaps Sgle Stk Tot Rtn","Talanx AGNamens-Aktien o.N."
"1502050846","1499919262","TERM","ETRM","2025-05-05T08:53:46Z","","EQ","","N","","2025-05-02T16:44:15Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","6.97575","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","BITTI.HE","","RIC","","","","OPET","","","false","","","","","","","","","QZ3BF4VQQ5WK","NA/Swaps Sgle Stk Tot Rtn","BITTIUM OYJ"
"1502050847","1499999532","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-02T18:48:10Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","30.8","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SDGI.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZ4G8TNT8LVS","NA/Swaps Sgle Stk Tot Rtn","SYNERGIE"
"1502050848","","NEWT","TRAD","2025-05-05T08:53:51Z","","EQ","","N","","2025-05-05T08:49:57Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","250,000","","EUR","","","","140,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","1.73420184","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","UNI.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZSBN77Q8ZV8","NA/Swaps Sgle Stk Tot Rtn","UNICAJA BANCO, S.A., ACCIONES"
"1502050849","","NEWT","TRAD","2025-05-05T08:53:56Z","","EQ","","N","","2025-05-05T08:50:00Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","4,000,000","","EUR","","","","7,100","","","","SHAS","","","","","","","","","","","","","","","","","","","","","560.305284","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","MUVGn.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZGPG1GQRWHG","NA/Swaps Sgle Stk Tot Rtn","Münchener Rückvers.-Ges. AGvink.Namens-Aktien o.N."
"1502050850","1499954865","MODI","TRAD","2025-05-05T08:53:00Z","true","EQ","","N","","2025-05-02T16:54:58Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","80,000","","EUR","","","","12,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","6.95212448","ACCY","-0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","TUI1n.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZ60HH78T6DR","NA/Swaps Sgle Stk Tot Rtn","TUI AGNamens-Aktien o.N."
"1502050851","1499920146","MODI","TRAD","2025-05-05T08:53:26Z","true","EQ","","N","","2025-05-02T16:44:39Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","12,000","","EUR","","","","1,100","","","","SHAS","","","","","","","","","","","","","","","","","","","","","10.885881","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","MVC.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZRN3LMVP2K3","NA/Swaps Sgle Stk Tot Rtn","METROVACESA, S.A., ACCIONES CONTRASPLIT"
"1502050852","1499928704","TERM","ETRM","2025-05-05T08:53:00Z","","EQ","","N","","2025-05-02T16:45:51Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","39","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","RBAV.VI","","RIC","","","","OPET","","","false","","","","","","","","","QZJKX7VTMFZ1","NA/Swaps Sgle Stk Tot Rtn","ROSENBAUER INTERNATIONAL AG AKTIEN OHNE NENNWERT"
"1502050853","","NEWT","TRAD","2025-05-05T08:53:46Z","","EQ","","N","","2025-05-05T08:49:54Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","490,000","","EUR","","","","9,100","","","","SHAS","","","","","","","","","","","","","","","","","","","","","53.9587505593","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NN.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZDRF8ZWSKBM","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050854","","NEWT","TRAD","2025-05-05T08:53:33Z","","EQ","","N","","2025-05-05T08:49:46Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","780","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","155.999616","ACCY","-0.01","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","PV.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZN825F45NQV","NA/Swaps Sgle Stk Tot Rtn","Pfeiffer Vacuum Technology AGInhaber-Aktien o.N."
"1502050855","1499999411","TERM","ETRM","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-02T18:47:57Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","28.35","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","LENV.VI","","RIC","","","","OPET","","","false","","","","","","","","","QZ9VMKP0K8B4","NA/Swaps Sgle Stk Tot Rtn","LENZING AG AKTIEN OHNE NENNWERT"
"1502050856","1499951478","TERM","ETRM","2025-05-05T08:53:33Z","","EQ","","N","","2025-05-02T16:52:20Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","61.66","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","UAL1.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZXJ5FNTS8WF","NA/Swaps Sgle Stk Tot Rtn","COM"
"1502050857","1499927136","MODI","TRAD","2025-05-05T08:53:46Z","true","EQ","","N","","2025-05-02T16:46:27Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","810,000","","EUR","","","","3,400","","","","SHAS","","","","","","","","","","","","","","","","","","","","","235.382466","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SATG_p.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZQTXGB5RB56","NA/Swaps Sgle Stk Tot Rtn","Sartorius AGVorzugsaktien o.St. o.N."
"1502050858","1499957583","MODI","TRAD","2025-05-05T08:53:26Z","true","EQ","","N","","2025-05-02T16:57:11Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,000,000","","EUR","","","","35,000","","","","SHAS","","","","","","","","","","","","","","","","","","","","","28.6649886","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SHEL.AS","","RIC","","","","OPET","","","false","","","","","","","","","QZ9PNQ3VJKVC","NA/Swaps Sgle Stk Tot Rtn","ORD EUR0.07"
"1502050859","","NEWT","TRAD","2025-05-05T08:53:51Z","","EQ","","N","","2025-05-05T08:49:57Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,600","","EUR","","","","15","","","","SHAS","","","","","","","","","","","","","","","","","","","","","94.11813","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","LPER.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZC939FWJKGZ","NA/Swaps Sgle Stk Tot Rtn","LAURENT PERRIER"
"1502050860","","NEWT","TRAD","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-05T08:49:35Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","23,000","","EUR","","","","365","","","","SHAS","","","","","","","","","","","","","","","","","","","","","63.1870334916","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","VIS.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZS04D4RDTFC","NA/Swaps Sgle Stk Tot Rtn","VISCOFAN, S.A., ACCIONES POR DESDOBLAMIENTO -ANT. VISCOFAN, IND. NAVARRA ENVOLTURAS CELULOSICAS, ACCIONES POR DESDOBLAMI"
"1502050861","","NEWT","TRAD","2025-05-05T08:52:14Z","","EQ","","N","","2025-05-05T08:49:10Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5,200","","EUR","","","","75","","","","SHAS","","","","","","","","","","","","","","","","","","","","","67.5327216963","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","AKE.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZW0HZ8Z7WZ1","NA/Swaps Sgle Stk Tot Rtn","ORD."
"1502050862","1499890445","TERM","ETRM","2025-05-05T08:52:43Z","","EQ","","N","","2025-05-02T16:41:09Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","38.68","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","BC8G.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZ202DVNX08S","NA/Swaps Sgle Stk Tot Rtn","Bechtle AGInhaber-Aktien o.N."
"1502050863","1499907804","TERM","ETRM","2025-05-05T08:53:14Z","","EQ","","N","","2025-05-02T16:45:55Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","0.926","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","RLIA.MC","","RIC","","","","OPET","","","false","","","","","","","","","QZW0ZKMK95F6","NA/Swaps Sgle Stk Tot Rtn","REALIA BUSINESS, S.A., ACCIONES"
"1502050864","","NEWT","TRAD","2025-05-05T08:53:51Z","","EQ","","N","","2025-05-05T08:49:57Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5,100","","EUR","","","","70","","","","SHAS","","","","","","","","","","","","","","","","","","","","","71.830874","ACCY","-0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","GBLB.BR","","RIC","","","","OPET","","","false","","","","","","","","","QZVH8PBJT2GD","NA/Swaps Sgle Stk Tot Rtn","Act."
"1502050865","1499999370","MODI","TRAD","2025-05-05T08:53:46Z","true","EQ","","N","","2025-05-02T18:47:51Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","15,000","","EUR","","","","345","","","","SHAS","","","","","","","","","","","","","","","","","","","","","43.1143086","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","ISOS.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZBPCN5NC009","NA/Swaps Sgle Stk Tot Rtn","ORD."
"1502050866","","NEWT","TRAD","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-05T08:49:43Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","895","","EUR","","","","380","","","","SHAS","","","","","","","","","","","","","","","","","","","","","2.3614868","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SNGGk.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZDVM7G81369","NA/Swaps Sgle Stk Tot Rtn","Singulus Technologies AGInhaber-Aktien EO 1"
"1502050867","1499951069","TERM","ETRM","2025-05-05T08:52:14Z","","EQ","","N","","2025-05-02T16:52:14Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","16.95","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","TKTT.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZXLNRVXNH29","NA/Swaps Sgle Stk Tot Rtn","ORD."
"1502050868","1499999741","TERM","ETRM","2025-05-05T08:53:26Z","","EQ","","N","","2025-05-02T18:48:10Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","2.36","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SNGGk.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZDVM7G81369","NA/Swaps Sgle Stk Tot Rtn","Singulus Technologies AGInhaber-Aktien EO 1"
"1502050869","","NEWT","TRAD","2025-05-05T08:53:09Z","","EQ","","N","","2025-05-05T08:49:35Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","10,000","","EUR","","","","75","","","","SHAS","","","","","","","","","","","","","","","","","","","","","129.8700322335","ACCY","0.002","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","RDC.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZM15FJCL0BQ","NA/Swaps Sgle Stk Tot Rtn","SHOP APOTHEKE EUROPE"
"1502050870","1502049981","MODI","TRAD","2025-05-05T08:50:50Z","true","EQ","","N","","2025-05-05T08:50:50Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","230,000","","EUR","","","","6,100","","","","SHAS","","","","","","","","","","","","","","","","","","","","","37.447182","ACCY","0.002","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","KGX.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZFL35ZTDCFX","NA/Swaps Sgle Stk Tot Rtn","KION GROUP AGInhaber-Aktien o.N."
"1502050871","1502029571","MODI","TRAD","2025-05-05T08:53:56Z","true","EQ","","N","","2025-05-05T08:07:37Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","1,000,000","","EUR","","","","4,900","","","","SHAS","","","","","","","","","","","","","","","","","","","","","203.79073","ACCY","0.003","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","SCHN.PA","","RIC","","","","OPET","","","false","","","","","","","","","QZG5FLRFKWMX","NA/Swaps Sgle Stk Tot Rtn","No name obtainable"
"1502050872","1499906364","TERM","ETRM","2025-05-05T08:53:33Z","","EQ","","N","","2025-05-02T16:44:39Z","2025-05-06","2026-11-18","","FALSE","BILT","","","","5","","EUR","","","","5","","","","SHAS","","","","","","","","","","","","","","","","","","","","","21.91462","ACCY","0","","","","","","false","EUR","1","3","","","","","A004","","MNTH","","1","","","","MNTH","","","","1","","","","","EUR","","","","false","","NB2.DE","","RIC","","","","OPET","","","false","","","","","","","","","QZQ6PXTRM3ZS","NA/Swaps Sgle Stk Tot Rtn","Northern Data AGInhaber-Aktien o.N."
